image_name,number,pred_label,gt_label,iou,clip_pred,clip_top_prob,clip_entropy,clip_margin,L1,L2,correct,siglip_pred,siglip_top_prob,agreement,L3
DJI_0039.JPG,0,wheel,metal,0.8548781680172821,plastic,0.706301748752594,0.7655397313530059,0.4718325585126877,0.706301748752594,0.541971373417352,0,metal,0.25143733620643616,0,0.2167885493669408
DJI_0039.JPG,3,nature,plastic,0.7875960571737525,plastic,0.9008843302726746,0.4071410377506469,0.8355392962694168,0.9008843302726746,0.8142444828298231,1,metal,0.25191959738731384,0,0.32569779313192926
DJI_0039.JPG,4,wood,plastic,0.8072409292576751,plastic,0.5781626105308533,0.878461238099918,0.21201252937316895,0.5781626105308533,0.38549976799801894,1,metal,0.2510867118835449,0,0.1541999071992076
DJI_0039.JPG,6,wood,metal,0.7713136964749638,plastic,0.7559865713119507,0.6424373618525906,0.5351482331752777,0.7559865713119507,0.609238068824656,0,metal,0.25113144516944885,0,0.24369522752986242
DJI_0039.JPG,7,nature,plastic,0.5513220216253466,plastic,0.9669083952903748,0.16437027770658177,0.9410164672881365,0.9669083952903748,0.9297855901066993,1,metal,0.25139087438583374,0,0.3719142360426797
DJI_0040.JPG,0,wood,wood,0.8809947356579814,metal,0.5903356075286865,0.9595136738536847,0.3018278181552887,0.5903356075286865,0.4000068720723482,0,cage,0.2514931857585907,0,0.16000274882893928
DJI_0040.JPG,4,wood,plastic,0.7550819312546805,plastic,0.6545448303222656,0.9026736720062667,0.44512614607810974,0.6545448303222656,0.48284318710937985,1,metal,0.2512035071849823,0,0.19313727484375195
DJI_0040.JPG,5,plastic,plastic,0.6787012415091617,plastic,0.9025363922119141,0.4106868337529398,0.8525578714907169,0.9025363922119141,0.8196154448319176,1,metal,0.2518708407878876,0,0.32784617793276705
DJI_0041.JPG,0,wood,wood,0.9070726123422278,metal,0.6972610950469971,0.7621854221107823,0.4451889395713806,0.6972610950469971,0.530883156753278,0,cage,0.25197869539260864,0,0.21235326270131122
DJI_0067.JPG,0,wood,metal,0.8323035907500834,metal,0.7572691440582275,0.5874640723341163,0.5212720483541489,0.7572691440582275,0.6182584801613147,1,metal,0.25143954157829285,1,0.6182584801613147
DJI_0068.JPG,0,wood,wood,0.87825a77877492612,metal,0.5693691968917847,0.9725844499032862,0.2770395278930664,0.5693691968917847,0.3816124478080851,0,plastic,0.251028835773468,0,0.15264497912323405
DJI_0069.JPG,0,wood,wood,0.823291798844521,metal,0.7454420924186707,0.7598775432651415,0.5944376438856125,0.7454420924186707,0.5972479848761764,0,cage,0.25153374671936035,0,0.23889919395047055
DJI_0069.JPG,1,fishing gear,plastic,0.6615274792438753,plastic,0.9240690469741821,0.34540994924909507,0.8907815404236317,0.9240690469741821,0.8552299923233749,1,plastic,0.251882940530777,1,0.8552299923233749
DJI_0069.JPG,2,fishing gear,metal,0.6432416317947176,plastic,0.8990544080734253,0.38151113823734806,0.815151646733284,0.8990544080734253,0.8130013137390821,0,metal,0.2514229118824005,0,0.3252005254956329
DJI_0069.JPG,4,plastic,plastic,0.615416017785558,plastic,0.9124942421913147,0.3847769976847266,0.8708797879517078,0.9124942421913147,0.8352720323130244,1,metal,0.25160565972328186,0,0.3341088129252098
DJI_0070.JPG,1,wood,plastic,0.5973402220469893,metal,0.6747714281082153,0.8169875095455478,0.4248179495334625,0.6747714281082153,0.5034191544656282,0,metal,0.2510239779949188,1,0.5034191544656282
DJI_0070.JPG,4,plastic,plastic,0.5320719107420434,plastic,0.9558758735656738,0.21748107087020627,0.9330461286008358,0.9558758735656738,0.9106808569835586,1,metal,0.2513924539089203,0,0.36427234279342346
DJI_0071.JPG,1,nature,plastic,0.518517579670587,plastic,0.8190595507621765,0.5924764005812844,0.693887248635292,0.8190595507621765,0.6951884723054292,1,metal,0.25139468908309937,0,0.2780753889221717
DJI_0074.JPG,0,wood,metal,0.8218152148744725,plastic,0.7376312017440796,0.611540306057259,0.4826586842536926,0.7376312017440796,0.5930522675238363,0,metal,0.2511065602302551,0,0.23722090700953455
DJI_0075.JPG,0,wood,metal,0.8853589744582903,metal,0.5740458369255066,0.7135629623042276,0.15374359488487244,0.5740458369255066,0.4043541860904018,1,plastic,0.25162261724472046,0,0.16174167443616072
DJI_0113.JPG,0,metal,metal,0.8804372582155274,plastic,0.5400306582450867,0.7320472881848471,0.08780404925346375,0.5400306582450867,0.366591403772768,0,metal,0.2516094148159027,0,0.1466365615091072
DJI_0114.JPG,0,metal,metal,0.8087165895831775,metal,0.606869101524353,0.7285332738252946,0.22620084881782532,0.606869101524353,0.43584809323566714,1,metal,0.2524356245994568,1,0.43584809323566714
DJI_0122.JPG,0,plastic,plastic,0.7474092097571478,plastic,0.5066651701927185,0.7786254957895553,0.032238125801086426,0.5066651701927185,0.3257479084170513,1,plastic,0.25169628858566284,1,0.3257479084170513
DJI_0123.JPG,0,plastic,plastic,0.7127267826784278,plastic,0.8097059726715088,0.5260239848321022,0.6280537843704224,0.8097059726715088,0.6861045532963228,1,cage,0.2518698573112488,0,0.2744418213185291
DJI_0124.JPG,0,plastic,plastic,0.8709079521828946,plastic,0.9952841401100159,0.032239209217867715,0.9912149263545871,0.9952841401100159,0.9877477976114011,1,cage,0.25157633423805237,0,0.39509911904456047
DJI_0174.JPG,0,plastic,plastic,0.8305073666744939,plastic,0.8585504293441772,0.5045455934180652,0.748672753572464,0.8585504293441772,0.7477568233844435,1,cage,0.25161293148994446,0,0.2991027293537774
DJI_0175.JPG,0,plastic,metal,0.6997117790558951,plastic,0.7535730600357056,0.7478944948805466,0.581118032336235,0.7535730600357056,0.5983997509785933,0,plastic,0.2515663206577301,1,0.5983997509785933
DJI_0184.JPG,1,plastic,metal,0.8135178185650082,plastic,0.6139958500862122,0.7555641827921995,0.2475278675556183,0.6139958500862122,0.4388331226160054,0,plastic,0.25147807598114014,1,0.4388331226160054
DJI_0185.JPG,3,plastic,plastic,0.6378071811428346,plastic,0.8911279439926147,0.3893010161432767,0.7953185588121414,0.8911279439926147,0.8018750600344289,1,cage,0.2510386109352112,0,0.32075002401377156
DJI_0209.JPG,0,fishing gear,cage,0.6037993901857024,plastic,0.9533723592758179,0.192424736584472,0.9074882157146931,0.9533723592758179,0.9073518227943732,0,cage,0.2525036036968231,0,0.36294072911774933
DJI_0210.JPG,0,fishing gear,cage,0.7329139697191438,plastic,0.9776993989944458,0.11378529201319884,0.9573435075581074,0.9776993989944458,0.9509880560985936,0,cage,0.2532583475112915,0,0.38039522243943746
DJI_0214.JPG,0,fishing gear,cage,0.8764550434630427,plastic,0.9419264793395996,0.2327324815426857,0.8864745572209358,0.9419264793395996,0.8868400126909427,0,cage,0.2529560625553131,0,0.3547360050763771
